"id","source_id","external_id","url","title","content","posted_at","scraped_at","deadline_at","hash"
45,1,,https://plus.cnu.ac.kr/_prog/_board/?mode=V&no=2508406&code=sub07_0704&site_dvs_cd=kr&menu_dvs_cd=0704&skey=&sval=&site_dvs=&ntt_tag=&GotoPage=2,"2025학년도 CNU Learning Together(29호) 실시 안내","1. 주제: 공부는 내일로 미루고, 유튜브는 지금 본다(당신의 지연행동 탈출기) 2. 대상: 학부 재학생 3. 프로그램 신청 및 주요 내용 1) 프로그램 신청: 학사지원시스템( http://with.cnu.ac.kr)→로그인(CNU포털과 동일한 아이디/비밀번호)→비교과프로그램→개인비교과 신청→CNU Learning Together(29호)→신청 및 학습 자료 읽기→만족도 설문 참여 2) 신청 및 참여기간: 2025. 7. 25.(금) ~ 8. 21.(목) 3) 세부 내용: [붙임] 참고 4. 참여특전: 만족도 설문 참여 시 꿈모아 마일리지 1시간 실적으로 인정",,"2025-08-12 10:38:20",,"9dac266b59cb6b91d56aa942db1619ead296e6a80e3c5673618afea4f850c964"
46,1,,https://plus.cnu.ac.kr/_prog/_board/?mode=V&no=2508354&code=sub07_0704&site_dvs_cd=kr&menu_dvs_cd=0704&skey=&sval=&site_dvs=&ntt_tag=&GotoPage=2,「2025년 하반기 실전취업역량강화 프로그램」안내,"1. 교육개요 가. 기간: 2025. 8. 4.(월) ~ 9. 28.(일) 1) [1단계] 현직자 직무 특강: 2025. 8. 4.(월) ~ 8. 8.(금) 2) [2단계] NCS&인적성 프로그램: 2025. 8. 11.(월) ~ 8. 14.(목) 3) [3단계] 자기소개서 프로그램: 2025. 8. 25.(월) ~ 9. 7.(일) 4) [4단계] 면접 프로그램: 2025. 9. 15.(월) ~ 9. 28.(일) 나. 대상: 본교 재학생 및 졸업생, 지역청년 다. 방법: 대면 및 비대면 2. 신청방법 및 기간 가. 방법: CNU With U+ 신청(비교과 > 개인비교과 > 해당프로그램 검색 > 신청) ※ 프로그램 단계별 별도 신청 나. 문의: 인재개발원 유현서 컨설턴트(042-821-6946)",,"2025-08-12 10:38:25",,a903d5e00c8d40e4a4f0ff16e046a397c81e5813dc2eb136870aa9a4c570d4d9
58,2,,https://plus.cnu.ac.kr/_prog/_board/?mode=V&no=2508438&code=sub07_0709&site_dvs_cd=kr&menu_dvs_cd=0709&skey=&sval=&site_dvs=&ntt_tag=&GotoPage=1,[이노폴리스캠퍼스사업단] 2025년 인재양성 교육 과정(1차) | 교육생 모집(~8. 12.),"[충남대학교 이노폴리스캠퍼스사업단] 2025년 인재양성 교육 과정(1차) 안내 및 교육생 모집 # 대전 지역의 주력 산업(ABCD+QR* 등 첨단 및 딥테크 분야) 초기창업기업 및 출연연 등에서 필요로 하는 실무형 핵심 인력 양성 을 위한 교육 과정 운영 *ABCD+QR: ▲우주·항공(Aerospace) ▲바이오헬스(Biohealth) ▲나노·반도체(Chips) ▲국방(Defense) ▲양자(Quantum) ▲로봇(Robot) # 공통교육 및 Track별 특화교육* 실시 *특화교육: 연구지원 및 산학협력 2분야로 Track화 하여 교육 운영 ○ 일시: 2025. 8. 13.(수) 16:00~18:00 ○ 장소: 대덕테크비즈센터 지하1층(대덕특구 SPACE-S) ○ 주제: 대전 지역 특화 산업 및 스타트업 생태계 이해(공통①) ○ 강사: 김태우 이사(㈜제이엔피글로벌) ○ 대상: 대전지역 구직청년 · 예비 창업자, 대학·출연연·창업기업 구성원, 창업 유관기관 관계자 등 ☆☆ 신청방법: 아래 URL 클릭 or QR코드 스캔 후 구글폼 작성 및 제출 ☆☆ ( https://docs.google.com/forms/d/e/1FAIpQLSeFwJ5pdq4g1PEuK0aUjI4BvbJqSytMUAvFvVotJkAQNFOZtQ/viewform?usp=header ) ☎ 문의: 042-821-8006/5965 * 간단한 다과(샌드위치, 커피 등) 제공 * 당일 현장 접수 가능",,"2025-08-12 10:52:21",,"0a6ec77a61d12d7be41d8a778a2d7caf455b73b94b77d321a857f1bd66e7930a"
59,2,,https://plus.cnu.ac.kr/_prog/_board/?mode=V&no=2508437&code=sub07_0709&site_dvs_cd=kr&menu_dvs_cd=0709&skey=&sval=&site_dvs=&ntt_tag=&GotoPage=1,[스마트팜운영자양성사업단] 2025년도 파이썬 기반 AI전문가 자격증 취득과정 참가자 모집 안내,안녕하세요. 충남대학교 스마트팜운영자양성사업단에서 [2025년도 파이썬 기반 AI전문가 자격증 취득과정] 참가자를 모집합니다. 1) 모집기간 : ~ 2025. 08. 10. (일) 2) 교육기간 : 2025. 08. 18. (월) ~ 08. 22. (목) 18:00 - 21:30 - 농대 오프라인 대면 교육 (농업생명과학대학 1호관 앞 운동장) - 교육비 전액 지원 - 교육 진행 중 포기시 환불조치 - 출석률에 따라 자격증 비용 지원 3) 제출서류 : [붙임2_2025년 AI자격증] 서류 작성 후 이메일 제출 (elkyu0927@cnu.ac.kr) 추가 문의사항 있으시면 042-821-8859 로 연락 주세요.,,"2025-08-12 10:52:24",,"5ac2ff6a15da0344f4376637619f2fcb2802c26115a213ed61a92dc9aa21439e"
60,2,,https://plus.cnu.ac.kr/_prog/_board/?mode=V&no=2508432&code=sub07_0709&site_dvs_cd=kr&menu_dvs_cd=0709&skey=&sval=&site_dvs=&ntt_tag=&GotoPage=1,"2025학년도 제2학기 창업현장실습 및 창업휴학 신청안내","1. 2025학년도 2학기 창업현장실습 신청 안내 창업교육센터에서는 창업으로 인해 학업과 병행이 어려운 경우 창업활동을 통해 학습목표를 달성하여 학점을 인정받도록 창업현장실습 교과목을 운영하고 있으니, 관심 있으신 학생분들의 많은 관심과 신청바랍니다. ■ 신청접수기간: 2025. 8. 1.(금) ~ 8. 11.(월) 23:59 ■ 수강신청기간: 2025. 9. 1.(월) ~ 9. 5.(금) ■ 대상 - 4학기 이상 이수한 본교 재학생 - 사업자등록증 상 대표(공동대표 포함)인 자 ■ 신청방법 - 창업교육센터 이메일 신청 및 접수(startupedu@cnu.ac.kr) ■ 제출서류 - 신청서, 주간계획서, 사업계획서, 사업자등록증(★파일 업로드시 파일명: 성명_창업현장실습★) 2. 2025학년도 2학기 창업휴학 신청 안내 창업교육센터에서는 창업으로 인한 학업단절을 막기 위하여 창업휴학 제도를 운영하고 있으니 관심 있으신 학생분들의 신청바랍니다. ■ 접수기간: 2025. 8. 1.(금) ~ 8. 11.(월) 23:59 ■ 대     상 - 창업 후 3년 내 충남대학교 학생 ■ 신청방법 - 창업교육센터 이메일 신청 및 접수(startupedu@cnu.ac.kr) ■ 제출서류 - 창업휴학 신청서(학과장 승인 포함), 사업자등록증, 사업계획서(★파일 업로드시 파일명: 성명_창업휴학★) 서류는 학생 개인별로 빠짐없이 제출해야 합니다. 학사일정 상 추가 신청은 어려우니 해당 기간 내 신청바랍니다. 기타 문의사항은 창업교육센터 042)821-5958 또는 startupedu@cnu.ac.kr로 연락바랍니다. 감사합니다.",,"2025-08-12 10:52:27",,f20a0082386e0e14e791f345d8fc535d8ccb64c747c633ee13f12c4bf62b4f5e
61,2,,https://plus.cnu.ac.kr/_prog/_board/?mode=V&no=2508367&code=sub07_0709&site_dvs_cd=kr&menu_dvs_cd=0709&skey=&sval=&site_dvs=&ntt_tag=&GotoPage=1,바이오부트캠프 몰입형 교육 고급과정 모집 안내,"바이오의약품인재양성부트캠프사업단에서는 몰입형 교육 고급과정을 아래와 같이 모집하오니, 관심있는 재학생의 많은 참여 바랍니다. [고급과정] 산학연계프로젝트실습PBL(6학점) + 바이오의약품실무 융합전공 전공심화 1개 과목 = 총9학점 고급과정혜택: 이수증발급, 장학금 100만원 지급 [고급 프로그램별 안내] [1] 산학연계프로젝트실습PBL(1618-4018) -대상: 바이오 분야에 관심있는 3~4학년 재학생 누구나 -기간: ~2025. 8. 1.(금) -내용: Project Based Learning 으로 특정 연구개발 주제를 택하여 한 학기 동안 진행 및 성과발표회 참석 -연구분야: 식품영양, 식품공학, 응용화학공학 등 - 신청방법: 붙임의 신청서를 작성하여 bioboot@cnu.ac.kr 송부 [2] 바이오의약품실무 융합전공 전공심화 1개 과목 수강 -바이오의약품인허가심화(1618-3011) - 세포공학(1618-4012) 기타 문의사항은 042-605-3794로 연락 바랍니다.",,"2025-08-12 10:52:33",,a93570454cad139b145da3b1d5b9f6f7e798f1414124974cd8b7d514c16f943b
62,2,,https://plus.cnu.ac.kr/_prog/_board/?mode=V&no=2508314&code=sub07_0709&site_dvs_cd=kr&menu_dvs_cd=0709&skey=&sval=&site_dvs=&ntt_tag=&GotoPage=1,[한화에어로스페이스] R&D 석/박사 산학장학생 채용설명회 안내,"■ 일시 : 2025.07.24( 목 ) 13:00 – 14:00 ■ 장소 : 충남대학교 인재개발원 3 층 , 창의실 ■ 신청대상 : 기계 / 항공 , 전기 / 전자 , SW, AI, 화학 / 화공 , 재료소재공학 R&D 석 / 박사 재학생 ■ 신청방법 : 온라인 신청 * 신청 링크 : https://moaform.com/q/hanwhaaerospace ■ 참여혜택 : 스타벅스 기프트 카드 (3 만원권 ) 제공",,"2025-08-12 10:52:39",,"779414b5068a7572e4eddfe3a7ec6d04513f870f9dd63f59a5e860e03d900cd2"
63,2,,https://plus.cnu.ac.kr/_prog/_board/?mode=V&no=2508307&code=sub07_0709&site_dvs_cd=kr&menu_dvs_cd=0709&skey=&sval=&site_dvs=&ntt_tag=&GotoPage=1,[데이터보안활용COSS] 2학기 수강신청 이벤트,"안녕하세요 데이터보안COSS사업단입니다. COSS교과목을 친구에게 추천하고, 함께 수강하면 ☕커피 쿠폰(4잔)을 드립니다! 2025학년도 2학기에 데이터보안COSS 융합전공 개설 교과목을 확인해보시고, 이벤트에도 참여해보세요! 자세한 내용은 SDU홈페이지( https://url.kr/l8ywia )에서 확인할 수 있습니다. 📍문의처 데이터보안활용COSS사업단: datacoss@cnu.ac.kr/ 042-821-8957~8, 8968~9",,"2025-08-12 10:52:45",,"4b7d7fea1bd251613f90ced318b653a42426845f0be9649cf85f28cc9d7e7cc0"
64,2,,https://plus.cnu.ac.kr/_prog/_board/?mode=V&no=2508283&code=sub07_0709&site_dvs_cd=kr&menu_dvs_cd=0709&skey=&sval=&site_dvs=&ntt_tag=&GotoPage=1,"2025년 키프리스 활용사례 공모전","특허청 지식재산정보 검색 서비스(KIPRIS)의 인지도 제고와 활용 촉진을 위해, 이를 효과적으로 활용한 우수사례 및 아이디어를 발굴하고자 ‘2025 KIPRIS 활용사례 공모전’을 다음과 같이 개최하오니 많은 참여 바랍니다. 자세한 사항은 첨부파일을 참고해주세요~ □ 목적 o KIPRIS의 지식재산정보를 활용한 체험수기 공모전을 통해 우수사례를 발굴하고 KIPRIS에 대한 대민 홍보 및 개선방향 도출 □ 개요 o (공모주제) KIPRIS를 활용한 창의적인 아이디어 발굴 사례 및 선행기술조사·기술동향 파악 등 다양한 분야에서 활용한 우수사례 o (공모대상) KIPRIS 이용자 누구나, 개인 또는 팀(3명 이내) 단위 응모 가능 o (운영일정) ’25. 7. 14.(월) ~ 9월 중 o (제출방법) KIPRIS 홈페이지 ‘KIPRIS 활용사례 공모전’ 배너 클릭 → 제출 서류 작성 후 전자우편(kiprishelp@kipi.or.kr)으로 제출 o (평가기준) 적합성, 충실성, 표현성, 대중성의 총 4개 항목에 따라 평가 o 시상 규모 : 우수사례 3점 선정, 상장 및 상금(경품) 수여",,"2025-08-12 10:52:50",,"22d5c7934e3e40770b22550271015d0321f867512c2246606e0a65f8c5de5fb8"
65,2,,https://plus.cnu.ac.kr/_prog/_board/?mode=V&no=2507781&code=sub07_0709&site_dvs_cd=kr&menu_dvs_cd=0709&skey=&sval=&site_dvs=&ntt_tag=&GotoPage=2,(★연장★)2025 SCOUT 충청권 학생창업 경진대회 참가자 모집(~6/25(수)),"□ 행 사 명: 한국조폐공사와 함께하는 2025 SCOUT 충청권 학생창업 경진대회 □ 주 최: 교육부, 한국연구재단 □ 주 관: SCOUT충청권일반대사업단, 한국조폐공사 □ 본선 일시: 2025. 7. 17.(목) 13:30 ~ 17:30 □ 장 소: 충남대학교 융합교육혁신센터(E5-1) 1층 컨벤션홀 □ 참여대상: 충청권 소재 대학(원)생 개인 또는 팀 ※ 휴학생, 졸업유예 학생 참여 가능 (졸업생 제외) □ 모집분야: 아래 3가지 주제 중 1개 선택하여 지원 ➀ 조폐공사 수행 업무 관련 주제 / ➁ ESG경영 관련 주제 / ➂ 자유주제 □ 신청방법: 구글 폼 작성 ( https://forms.gle/npU2YHcSrKfaRaUm9) □ 제출서류: [붙임 1~3] 참가신청서, 창업아이템소개서, 개인정보 활용제공 동의서 - 반드시 1개의 PDF 파일로 취합하여 제출 - 파일명: SCOUT충청권학생창업경진대회신청서_OO대_팀명(대표자명) 예) SCOUT충청권학생창업경진대회신청서_한국대_스카우트(홍길동) □ 제출기간: 2025. 6. 9.(월) ~ 6. 25.(수) 23:59까지",,"2025-08-12 10:53:54",,b6dfa4207c5778a3616f83e038cc08fca8485775c6b641c928e81ee2148f3366
66,2,,https://plus.cnu.ac.kr/_prog/_board/?mode=V&no=2507778&code=sub07_0709&site_dvs_cd=kr&menu_dvs_cd=0709&skey=&sval=&site_dvs=&ntt_tag=&GotoPage=2,[스마트팜운영자양성사업단] 2025년도 학습동아리 참가자 모집,"안녕하세요. 스마트팜운영자양성사업단에서 스마트농업 관련 취업 & 동아리확동을 희망하는 학생들을 대상으로 2025년도 동아리 참가자를 모집합니다. (원예, 축산, 과수, 기자재 및 AI, 빅데이터 기술 등) 학생들에게 많은 지원과 도움이 될 것이니 많은 참여 부탁드립니다. 1) 모집기간 : 2025. 05. 19. (월) ~ 07. 31. (목) 2) 활동기간 : 동아리 선정 통지 후 ~ 목표 달성 시점 (혹은 25. 12. 05까지) - 장소: 농대 2호관 (상의 후 교육 장소 선정은 자유) - 활동에 필요한 식비, 다과비, 실습재료, 도서구매비, 강사 초빙 (필요에 따라) 등 활동비 지원 3) 제출서류 : [붙임 2] 학습동아리 참가신청서, [붙임 3] 활동계획서 (elkyu0927@cnu.ac.kr) 추가 문의사항 있으시면 042-821-8859 로 연락 주세요.",,"2025-08-12 10:54:13",,"902ee69b857fdc67eead51abfefcb49de15273df008b71eaf50f17ce411ce1d2"
67,2,,https://plus.cnu.ac.kr/_prog/_board/?mode=V&no=2507776&code=sub07_0709&site_dvs_cd=kr&menu_dvs_cd=0709&skey=&sval=&site_dvs=&ntt_tag=&GotoPage=2,[스마트팜운영자양성사업단] 초경량비행장치조종자 자격증 취득교육 참가자 모집 안내,안녕하세요. 스마트팜운영자양성사업단에서 2025년도 초경량비행장치조종자 자격증 (2종) 취득교육 참가자를 모집합니다. 1) 모집기간 : 2025. 06. 02. (월) ~ 07. 20. (일) 2) 교육기간 : 2025. 7. 28. (월) ~ 8. 08. (목) - 농대 오프라인 대면 교육 (농업생명과학대학 1호관 앞 운동장) - 교육비 전액 지원 - 교육 진행 중 포기시 환불조치 - 운전면허 필참 3) 제출서류 : [붙임2] 서류 작성 후 이메일 제출 (elkyu0927@cnu.ac.kr) 추가 문의사항 있으시면 042-821-8859 로 연락 주세요.,,"2025-08-12 10:54:16",,"2cc776d2124031b5bcb1965feb080e861ebeb5b370f6ec4e17c7422c6f919110"
68,2,,https://plus.cnu.ac.kr/_prog/_board/?mode=V&no=2507775&code=sub07_0709&site_dvs_cd=kr&menu_dvs_cd=0709&skey=&sval=&site_dvs=&ntt_tag=&GotoPage=2,[스마트팜운영자양성사업단] ADsP 자격증 취득교육 참가자 모집,안녕하세요. 스마트팜운영자양성사업단에서 2025년도 데이터 분석 준전문가 (ADsP) 자격증 취득교육 참가자를 모집합니다. 1) 모집기간 : 2025. 06. 02. (월) ~ 07. 07. (월) 2) 시험 접수기간 ( 제 46회 ADsP 시험 ) : 2025. 07. 07 (월) - 07. 11 (금) 3) 교육기간 : 2025. 7. 21. (월) ~ 7. 24. (목) - 농대 오프라인 대면강의 (필요에 따라 Zoom으로 보강 및 질문 가능) - 교육비 전액 지원 - 교육 진행 중 중도 포기 불가 4) 제출서류 : [붙임2] 서류 작성 후 이메일 제출 (elkyu0927@cnu.ac.kr) 추가 문의사항 있으시면 042-821-8859 로 연락 주세요.,,"2025-08-12 10:54:19",,c33c2c74bb153149574969a0db9124cccca8ef688c897dc496fc14855bca9f57
69,2,,https://plus.cnu.ac.kr/_prog/_board/?mode=V&no=2507736&code=sub07_0709&site_dvs_cd=kr&menu_dvs_cd=0709&skey=&sval=&site_dvs=&ntt_tag=&GotoPage=2,[데이터보안활용COSS사업단](~6/26까지)AI기반 Skill-Up플랫폼(Percipio기반),"안녕하세요 데이터보안활용혁신융합대학사업단입니다. 자격증 준비를 위한 AI기반 Skill-Up플랫폼(Percipio기반)을 마련하였으니, 많은 관심과 참여 바랍니다. 🎈강좌안내 ①참여대상: 충남대학교 재학생이면 누구나 ②신청방법: 구글폼 접수 ( https://forms.gle/oAvXivUjXf8ixuLb9) ③신청기한:~6월 26일까지 ④문의처: 042-605-8969 ⑤ COSS 사업단 문의 - E. datacoss@cnu.ac.kr T. 042-821-8969 자세한 내용은 충남대학교 데이터보안활용혁신융합대학사업단 공식 홈페이지 ( https://m.blog.naver.com/cnucoss/223898293050) 에서 확인 바랍니다.",,"2025-08-12 10:54:25",,e911fee654c6d10bf5cfea35a8a9919d27563e63a5e18c6e616c307808eefd4d
70,3,,https://plus.cnu.ac.kr/_prog/_board/?mode=V&no=2508588&code=sub07_0705&site_dvs_cd=kr&menu_dvs_cd=0705&skey=&sval=&site_dvs=&ntt_tag=&GotoPage=1,"2025학년도 제2학기 충남대학교 원어민강사 공개채용(3차) 합격자 발표",[2025학년도 제2학기 충남대학교 원어민강사 공개채용(3차) 합격자 발표] 2025학년도 제2학기 충남대학교 원어민강사 공개채용(3차) 합격자 명단을 다음과 같이 안내드립니다. 1. 합격자 명단: 【붙임】 참고 ※ 공고결과가 없는 채용분야는 합격자가 없는 분야이니 참고해 주시기 바랍니다. 2. 합격자 서류 제출: 해당 학과에서 합격자에게 별도 안내 예정 ※ 기타 문의사항은 【붙임】의 각 학과 문의처로 연락하시기 바랍니다.,,"2025-08-12 10:56:17",,"2ed0aac67acb66032a25616dab3b9cc9d411b9acd75781da363e3239729aa02d"
71,3,,https://plus.cnu.ac.kr/_prog/_board/?mode=V&no=2508587&code=sub07_0705&site_dvs_cd=kr&menu_dvs_cd=0705&skey=&sval=&site_dvs=&ntt_tag=&GotoPage=1,"2025학년도 제2학기 충남대학교 겸임교원 공개채용(3차) 합격자 발표",[2025학년도 제2학기 충남대학교 겸임교원 공개채용(3차) 합격자 발표] 2025학년도 제2학기 충남대학교 겸임교원 공개채용(3차) 합격자 명단을 다음과 같이 안내드립니다. 1. 합격자 명단: 【붙임】 참고 ※ 공고결과가 없는 채용분야는 합격자가 없는 분야이니 참고해 주시기 바랍니다. 2. 합격자 서류 제출: 해당 학과에서 합격자에게 별도 안내 예정 ※ 기타 문의사항은 【붙임】의 각 학과 문의처로 연락하시기 바랍니다.,,"2025-08-12 10:56:20",,"4e1a5d3d29231f1d2f59c2b3d333ad4ac81df0c543c1fb2ef3cde6fcac21c832"
72,3,,https://plus.cnu.ac.kr/_prog/_board/?mode=V&no=2508586&code=sub07_0705&site_dvs_cd=kr&menu_dvs_cd=0705&skey=&sval=&site_dvs=&ntt_tag=&GotoPage=1,"2025학년도 제2학기 충남대학교 강사 공개채용(3차) 합격자 발표",[2025학년도 제2학기 충남대학교 강사 공개채용(3차) 합격자 발표] 2025학년도 제2학기 충남대학교 강사 공개채용(3차) 합격자 명단을 다음과 같이 안내드립니다. 1. 합격자 명단: 【붙임】 참고 ※ 공고결과가 없는 채용분야는 합격자가 없는 분야이니 참고해 주시기 바랍니다. 2. 합격자 서류 제출: 해당 학과에서 합격자에게 별도 안내 예정 ※ 기타 문의사항은 【붙임】의 각 학과 문의처로 연락하시기 바랍니다.,,"2025-08-12 10:56:23",,fcaf7e90f010dc0d6e7711e6fa70219ed8c9fe30bbffb7a82ea6c71513a2805a
73,3,,https://plus.cnu.ac.kr/_prog/_board/?mode=V&no=2508584&code=sub07_0705&site_dvs_cd=kr&menu_dvs_cd=0705&skey=&sval=&site_dvs=&ntt_tag=&GotoPage=1,"충남대학교 한시임기제 공무원 6호(사서,시설), 7호(시설), 8호(공업) 경력경쟁채용시험 공고","< 충남대학교 한시임기제 공무원 6호(사서, 시설), 7호(시설), 8호(공업) 경력경쟁채용시험 공고 > 충남대학교에서는 한시임기제 공무원 6호(사서, 시설), 7호(시설), 8호(공업) 경력경쟁채용시험을 공고하오니 유능한 인재의 많은 지원 바랍니다. ◦ 접수기간: 2025. 8. 12.(화) 09:00 ~ 8. 18.(월) 18:00 [12:00~13:00 제외] ◦ 접수방법: 등기우편 접수, 방문 접수, 온라인 접수( https://cnu.korus.kr/) ※ 등기우편접수 시 봉투 겉표지에 ‘경력경쟁채용시험 응시원서 재중’ 기재 ※ 등기우편접수는 접수 마감일 소인분(빠른등기)까지 유효(반드시 익일특급 등기우편 접수), 택배 및 퀵서비스 등을 통한 접수는 하지 않음 ◦ 접수장소: (우 34134)대전광역시 유성구 대학로 99, 충남대학교 대학본부 213호 총무과 경력경쟁채용담당자 앞(경력경쟁채용시험 응시원서 재중) ※ 우편 및 방문접수자의 응시 번호는 서류전형 합격자 발표 전까지 휴대폰 SMS 또는 이메일로 통보할 예정이며, ‘응시표’는 서류전형 합격자에 한하여 면접심사장에서 배포 ◦ 기타 자세한 내용은 충남대학교 총무과(☏ 042-821-5105, 채용담당자)로 문의 ※ 자세한 내용은 [붙임]의 모집 공고 참고",,"2025-08-12 10:56:43",,"7e6cb27905e6f766eef80650c3fcb22ad5d3e235869ce5824b64cc7769524f3b"
74,3,,https://plus.cnu.ac.kr/_prog/_board/?mode=V&no=2508491&code=sub07_0705&site_dvs_cd=kr&menu_dvs_cd=0705&skey=&sval=&site_dvs=&ntt_tag=&GotoPage=2,"2025년도 제7회 충남대학교 국가공무원(공업, 농업) 전입 희망자 모집 재공고","< 2025년도 제7회 충남대학교 국가공무원(공업, 농업) 전입 희망자 모집 재공고 > 충남대학교에서는 다음과 같이 국가공무원(공업, 농업) 전입 희망자를 공개모집 하오니, 참신하고 유능한 인재의 많은 지원 바랍니다. ◦ 채용분야: 공업9급 1명, 농업9급 1명 ◦ 접수기간: 2025. 8. 11.(월) 09:00 ~ 8. 14.(목) 18:00 ◦ 접수방법: 온라인 접수 (KORUS 대외서비스 직원채용: https://cnu.korus.kr/) ◦ 선발방법: 서면 및 면접심사 ◦ 기타 자세한 내용은 충남대학교 총무과(☏ 042-821-5105, 채용담당자)로 문의 ※ 자세한 내용은 [붙임1]의 모집 공고 참고",,"2025-08-12 10:57:15",,ba6ad76d64363614d837fbb00c258c2fc784815ed6cd3dbe9d58b1f1201ed6a0
75,4,,https://plus.cnu.ac.kr/_prog/_board/?mode=V&no=2478341&code=sub07_070808&site_dvs_cd=kr&menu_dvs_cd=070808&skey=&sval=&site_dvs=&ntt_tag=&GotoPage=1,상업적 스터디 모집 홍보 금지,"본 게시판은 구성원들의 자율적인 스터디 모집 및 공모전 참여에 관한 사항을 게시하는 게시판입니다. 통합 공지 게시글에 안내된 바와 같이, 무료 스터디로 홍보하여 결제를 유도하는 상업적인 홍보 게시글은 삭제 처리 되오니 이용에 참고하시기 바랍니다. 건전한 게시판 운영을 위하여 협조 바랍니다.",,"2025-08-12 10:58:03",,"199902dab1d89a16d92aa350ef375443750daca4640cca835df381215a1a59d5"
76,4,,https://plus.cnu.ac.kr/_prog/_board/?mode=V&no=2508448&code=sub07_070808&site_dvs_cd=kr&menu_dvs_cd=070808&skey=&sval=&site_dvs=&ntt_tag=&GotoPage=1,방학동안 스터디 하실 분,각자 자격증 공부 주중 주말 조율 남은 방학 기간 스터디로 마무리 하실분 010-8176-5258 연락 주세요,,"2025-08-12 10:58:06",,f3f1493733b13e1d8e5eb88421ac2a5d6c3b0fbff326ed720fdea5acae5a6bd2
77,4,,https://plus.cnu.ac.kr/_prog/_board/?mode=V&no=2508436&code=sub07_070808&site_dvs_cd=kr&menu_dvs_cd=070808&skey=&sval=&site_dvs=&ntt_tag=&GotoPage=1,방학동안 무료로 영어 배우실 분!,"방학동안에 한국에 있게되어 시간을 알차게 사용하려고 필요하신 분들 있을까 하여 글 올립니다 소수의 몇분들만 더 충원하려고하여 관심있는 분들 문자 주세요! 010-3304-8816 왕왕초보, 영어 아예 노베이스이신 분들, 공부안하신지 오래되신 분들등.. 전혀 상관없습니다~! 회화/토익등등 수준에 맞추어서 알려드릴 수 있습니다 (추후 해외학교 입학 및 어학연수등 여러 도움도 드릴 수 있으니 관심있는 분들의 많은 연락 주세요.)",,"2025-08-12 10:58:09",,c817a018efcb31ec5d5befef9b044717f769127c5bdc4d6cc9aa743c5ab08213
78,4,,https://plus.cnu.ac.kr/_prog/_board/?mode=V&no=2508428&code=sub07_070808&site_dvs_cd=kr&menu_dvs_cd=070808&skey=&sval=&site_dvs=&ntt_tag=&GotoPage=1,"2025 충청권 인디유 공모전 모집","1. 행 사 명: 2025 충청권 인디게임 공모전 인디유 2. 모집기간: 2025. 7. 23.(수) ~ 8. 17.(일) 3. 모집링크: https://cbgame.org/sub.php?code=8&mode=view&no=165&category=&page=1&search=&keyword= 4. 접수방법: E-mail 접수(cbgc_indie@naver.com) 5. 지원자격: 일반분야(대전·충남·충북·세종 거주 일반인) 대학분야(대전·충남·충북·세종 소재 대학교 재학생) 6. 시상규모: 총 20,000,000원(일반부 5팀, 대학부 5팀) 7. 주 최: 대전정보문화산업진흥원, 청주문화산업진흥재단, 충남정보문화산업진흥원 8. 주 관: 충북글로벌게임센터",,"2025-08-12 10:58:28",,"32220c88382f9102de3b51eafa73a432035eceebd105540e250308377eb75433"
79,4,,https://plus.cnu.ac.kr/_prog/_board/?mode=V&no=2508304&code=sub07_070808&site_dvs_cd=kr&menu_dvs_cd=070808&skey=&sval=&site_dvs=&ntt_tag=&GotoPage=1,[환경부/한국수자원공사] 2025 대국민 지하수 빅데이터 공모전,"환경부 주최, 한국수자원공사 주관으로 진행하는 2025 대국민 지하수 빅데이터 공모전 안내드립니다. ㅁ 공 모 명 : 2025 대국민 지하수 빅데이터 공모전 ㅁ 목     적 : 지하수 데이터 활용도 제고 및 창의적 아이디어 발굴 ㅁ 공모주제 : 지하수를 활용한 새로운 사업 기획, 다양한 분야와의 융·복합을 통한 새로운 시도 등 자유 주제 ㅁ 참가자격 : 대한민국 국민 누구나 ㅁ 공모기간 : 25년 6월 25일(수) ~ 7월 30일(수) 24시까지 기타 자세한 사항은 첨부된 포스터 내 QR로 확인 부탁드리며 CNU 가족들의 많은 관심과 참여 부탁드립니다.",,"2025-08-12 10:58:31",,defa6da97d0ea4a7a5a6fa0bd21d211699f1a1c6a4d87bccf7310f91f69014d9
